排名,链接,图片,标题,可播放,导演,主演,上映日期,上映国家,影片类型,星级,评分,评价人数,名句
11,https://movie.douban.com/subject/1295124/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg,辛德勒的名单,可播放,史蒂文·斯皮尔伯格,连姆·尼森,1993,美国,剧情 历史 战争,rating5-t,9.5,1168711,拯救一个人，就是拯救整个世界。
12,https://movie.douban.com/subject/3011091/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2587099240.jpg,忠犬八公的故事,不可播放,莱塞·霍尔斯道姆,理查·基尔,2009,美国 英国,剧情,rating45-t,9.4,1448785,永远都不能忘记你所爱的人。
13,https://movie.douban.com/subject/1292001/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574551676.jpg,海上钢琴师,可播放,朱塞佩·托纳多雷,蒂姆·罗斯,1998,意大利,剧情 音乐,rating45-t,9.3,1746249,每个人都要走一条自己坚定了的路，就算是粉身碎骨。
14,https://movie.douban.com/subject/3793023/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg,三傻大闹宝莱坞,可播放,拉库马·希拉尼,阿米尔·汗,2009,印度,剧情 喜剧 爱情 歌舞,rating45-t,9.2,1936694,英俊版憨豆，高情商版谢耳朵。
15,https://movie.douban.com/subject/1291549/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2884280708.jpg,放牛班的春天,不可播放,克里斯托夫·巴拉蒂,让-巴蒂斯特·莫尼...,2004,法国 瑞士 德国,剧情 音乐,rating45-t,9.3,1371562,天籁一般的童声，是最接近上帝的存在。
16,https://movie.douban.com/subject/2131459/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg,机器人总动员,可播放,安德鲁·斯坦顿,本·贝尔特,2008,美国,科幻 动画 冒险,rating45-t,9.3,1375982,小瓦力，大人生。
17,https://movie.douban.com/subject/25662329/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2614500649.jpg,疯狂动物城,可播放,拜伦·霍华德,金妮弗·...,2016,美国,喜剧 动画 冒险,rating45-t,9.2,2051765,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。
18,https://movie.douban.com/subject/1307914/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg,无间道,可播放,刘伟强,刘德华,2002,中国香港,剧情 犯罪 惊悚,rating45-t,9.3,1439030,香港电影史上永不过时的杰作。
19,https://movie.douban.com/subject/1296141/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg,控方证人,可播放,比利·怀尔德,泰隆·鲍华,1957,美国,剧情 犯罪 悬疑,rating5-t,9.6,616411,比利·怀德满分作品。
20,https://movie.douban.com/subject/1292213/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg,大话西游之大圣娶亲,可播放,刘镇伟,周星驰,1995,中国香港 中国大陆,喜剧 爱情 奇幻 古装,rating45-t,9.2,1596754,一生所爱。
21,https://movie.douban.com/subject/5912992/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg,熔炉,不可播放,黄东赫,孔侑,2011,韩国,剧情,rating45-t,9.4,971534,我们一路奋战不是为了改变世界，而是为了不让世界改变我们。
22,https://movie.douban.com/subject/1291841/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p616779645.jpg,教父,可播放,弗朗西斯·福特·科波拉,马龙·白兰度,1972,美国,剧情 犯罪,rating45-t,9.3,1017593,千万不要记恨你的对手，这样会让你失去理智。
23,https://movie.douban.com/subject/6786002/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,触不可及,可播放,奥利维·那卡什,,2011,法国,剧情 喜剧,rating45-t,9.3,1181348,满满温情的高雅喜剧。
24,https://movie.douban.com/subject/1849031/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614359276.jpg,当幸福来敲门,可播放,加布里尔·穆奇诺,威尔·史密斯,2006,美国,剧情 传记 家庭,rating45-t,9.2,1581933,平民励志片。
25,https://movie.douban.com/subject/20495023/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505426431.jpg,寻梦环游记,可播放,李·昂克里奇,...,2017,美国,喜剧 动画 奇幻 音乐,rating45-t,9.1,1782168,死亡不是真的逝去，遗忘才是永恒的消亡。
26,https://movie.douban.com/subject/1293172/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452089833.jpg,末代皇帝,可播放,贝纳尔多·贝托鲁奇,尊龙,1987,英国 意大利 中国大陆 法国,剧情 传记 历史,rating45-t,9.3,939260,“不要跟我比惨，我比你更惨”再适合这部电影不过了。
27,https://movie.douban.com/subject/1291560/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg,龙猫,不可播放,宫崎骏,日高法子,1988,日本,动画 奇幻 冒险,rating45-t,9.2,1321749,人人心中都有个龙猫，童年就永远不会消失。
28,https://movie.douban.com/subject/3319755/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg,怦然心动,可播放,罗伯·莱纳,玛德琳·卡罗尔,2010,美国,剧情 喜剧 爱情,rating45-t,9.1,1912950,真正的幸福是来自内心深处。
29,https://movie.douban.com/subject/1292365/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2597919477.jpg,活着,不可播放,张艺谋,葛优,1994,中国大陆 中国香港,剧情 历史 家庭,rating45-t,9.3,893657,张艺谋最好的电影。
30,https://movie.douban.com/subject/1295038/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614949805.jpg,哈利·波特与魔法石,可播放,Chris,Daniel,2001,美国 英国,奇幻 冒险,rating45-t,9.2,1264799,童话世界的开端。
31,https://movie.douban.com/subject/1851857/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg,蝙蝠侠：黑暗骑士,可播放,克里斯托弗·诺兰,克里斯蒂安·贝尔,2008,美国 英国,剧情 动作 科幻 犯罪 惊悚,rating45-t,9.2,1112268,无尽的黑暗。
32,https://movie.douban.com/subject/1291552/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2642829472.jpg,指环王3：王者无敌,可播放,彼得·杰克逊,伊利亚·伍德,2003,美国 新西兰,剧情 动作 奇幻 冒险,rating45-t,9.3,843220,史诗的终章。
33,https://movie.douban.com/subject/26752088/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561305376.jpg,我不是药神,可播放,文牧野,徐峥,2018,中国大陆,剧情 喜剧,rating45-t,9.0,2196647,对我们国家而言，这样的电影多一部是一部。
34,https://movie.douban.com/subject/1300267/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg,乱世佳人,可播放,维克多·弗莱明,费...,1939,美国,剧情 历史 爱情 战争,rating45-t,9.3,725553,Tomorrow is another day.
35,https://movie.douban.com/subject/2129039/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553594918.jpg,飞屋环游记,可播放,彼特·道格特,爱德...,2009,美国,剧情 喜剧 动画 冒险,rating45-t,9.1,1388768,最后那些最无聊的事情，才是最值得怀念的。
36,https://movie.douban.com/subject/21937452/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg,素媛,不可播放,李濬益,薛景求,2013,韩国,剧情,rating45-t,9.3,720802,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。
37,https://movie.douban.com/subject/1308807/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2907583906.jpg,哈尔的移动城堡,可播放,宫崎骏,倍赏千惠子,2004,日本,爱情 动画 奇幻 冒险,rating45-t,9.1,1148697,带着心爱的人在天空飞翔。
38,https://movie.douban.com/subject/1293182/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg,十二怒汉,可播放,Sidney,亨利·方达,1957,美国,剧情,rating45-t,9.4,523709,1957年的理想主义。
39,https://movie.douban.com/subject/3742360/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg,让子弹飞,可播放,姜文,姜文,2010,中国大陆 中国香港,剧情 喜剧 动作 西部,rating45-t,9.0,1781098,你给我翻译翻译，神马叫做TMD的惊喜。
40,https://movie.douban.com/subject/30170448/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg,何以为家,可播放,娜丁·拉巴基,扎因·拉费阿,2018,黎巴嫩 美国 法国 塞浦路斯 卡塔尔 英国,剧情,rating45-t,9.1,1091659,凝视卑弱生命，用电影改变命运。
41,https://movie.douban.com/subject/26387939/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2401676338.jpg,摔跤吧！爸爸,可播放,涅提·蒂瓦里,阿米尔·汗,2016,印度,剧情 传记 运动 家庭,rating45-t,9.0,1632688,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。
42,https://movie.douban.com/subject/1305487/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,猫鼠游戏,可播放,史蒂文·斯皮尔伯格,莱昂纳多·迪卡普里奥,2002,美国 加拿大,传记 犯罪 剧情,rating45-t,9.1,1092803,骗子大师和执著警探的你追我跑故事。
43,https://movie.douban.com/subject/1291583/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2892409201.jpg,天空之城,可播放,宫崎骏,田中真弓,1986,日本,动画 奇幻 冒险,rating45-t,9.2,930111,对天空的追逐，永不停止。
44,https://movie.douban.com/subject/25958717/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554525534.jpg,海蒂和爷爷,可播放,阿兰·葛斯彭纳,阿努克·斯特芬,2015,德国 瑞士,剧情 冒险 家庭,rating45-t,9.3,674267,如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。
45,https://movie.douban.com/subject/1291858/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.jpg,鬼子来了,不可播放,姜文,姜文,2000,中国大陆,剧情 喜剧,rating45-t,9.3,658983,对敌人的仁慈，就是对自己残忍。
46,https://movie.douban.com/subject/1929463/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg,少年派的奇幻漂流,可播放,李安,苏拉·沙玛,2012,美国 中国台湾 英国 加拿大,剧情 奇幻 冒险,rating45-t,9.1,1401913,瑰丽壮观、无人能及的冒险之旅。
47,https://movie.douban.com/subject/1296736/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1381339291.jpg,钢琴家,可播放,罗曼·波兰斯基,艾德里安·布洛迪,2002,英国 法国 波兰 德国 美国,剧情 传记 战争 音乐,rating45-t,9.3,681467,音乐能化解仇恨。
48,https://movie.douban.com/subject/1299398/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg,大话西游之月光宝盒,可播放,刘镇伟,周星驰,1995,中国香港 中国大陆,喜剧 爱情 奇幻 古装,rating45-t,9.0,1272107,旷古烁今。
49,https://movie.douban.com/subject/1291572/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2640236255.jpg,指环王2：双塔奇兵,可播放,彼得·杰克逊,伊利亚·伍德,2002,美国 新西兰,剧情 动作 奇幻 冒险,rating45-t,9.2,792014,承前启后的史诗篇章。
50,https://movie.douban.com/subject/1298624/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.jpg,闻香识女人,可播放,马丁·布莱斯,阿尔·帕西诺,1992,美国,剧情,rating45-t,9.1,937115,史上最美的探戈。
51,https://movie.douban.com/subject/1291548/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575465690.jpg,死亡诗社,可播放,彼得·威尔,罗宾·威廉姆斯,1989,美国,剧情,rating45-t,9.2,780142,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。
52,https://movie.douban.com/subject/27060077/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2531065411.jpg,绿皮书,可播放,彼得·法雷里,维果·莫腾森,2018,美国 中国大陆,剧情 喜剧 传记 音乐,rating45-t,8.9,1736754,去除成见，需要勇气。
53,https://movie.douban.com/subject/1418019/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184505167.jpg,大闹天宫,可播放,万籁鸣,邱岳峰,1961(中国大陆),1964(中国大陆),1978(中国大陆),rating45-t,9.4,464251,经典之作，历久弥新。
54,https://movie.douban.com/subject/1293839/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.jpg,罗马假日,可播放,威廉·惠勒,奥黛丽·赫本,1953,美国,喜剧 剧情 爱情,rating45-t,9.1,986198,爱情哪怕只有一天。
55,https://movie.douban.com/subject/1291843/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.jpg,黑客帝国,可播放,安迪·沃卓斯基,,1999,美国,动作 科幻,rating45-t,9.1,876917,视觉革命。
56,https://movie.douban.com/subject/1291571/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2197698335.jpg,指环王1：护戒使者,可播放,彼得·杰克逊,伊利亚·伍德,2001,新西兰 美国,剧情 动作 奇幻 冒险,rating45-t,9.1,888901,传说的开始。
57,https://movie.douban.com/subject/1291828/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2653054340.jpg,天堂电影院,可播放,朱塞佩·托纳多雷,菲利普·努瓦雷,1988,意大利 法国,剧情 爱情,rating45-t,9.2,702198,那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。
58,https://movie.douban.com/subject/1299131/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.jpg,教父2,可播放,弗朗西斯·福特·科波拉,阿尔·帕西诺,1974,美国,剧情 犯罪,rating45-t,9.3,583805,优雅的孤独。
59,https://movie.douban.com/subject/1301753/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p726659067.jpg,狮子王,可播放,Roger,乔纳森·泰勒·托马...,1994,美国,动画 冒险 歌舞,rating45-t,9.1,888121,动物版《哈姆雷特》。
60,https://movie.douban.com/subject/21937445/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2158166535.jpg,辩护人,不可播放,杨宇硕,宋康昊,2013,韩国,剧情,rating45-t,9.2,617144,电影的现实意义大过电影本身。
61,https://movie.douban.com/subject/1291818/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg,饮食男女,不可播放,李安,郎雄,1994,中国台湾 美国,剧情 家庭,rating45-t,9.2,656010,人生不能像做菜，把所有的料都准备好了才下锅。
62,https://movie.douban.com/subject/1292000/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910931622.jpg,搏击俱乐部,可播放,大卫·芬奇,爱德华·诺顿,1999,美国,剧情 动作 悬疑 惊悚,rating45-t,9.0,890325,邪恶与平庸蛰伏于同一个母体，在特定的时间互相对峙。
63,https://movie.douban.com/subject/1485260/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192535722.jpg,本杰明·巴顿奇事,可播放,大卫·芬奇,凯特·布兰切特,2008,美国,剧情 爱情 奇幻,rating45-t,9.0,1030220,在时间之河里感受溺水之苦。
64,https://movie.douban.com/subject/1306029/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg,美丽心灵,可播放,朗·霍华德,罗素·克劳,2001,美国,传记 剧情,rating45-t,9.1,802607,爱是一切逻辑和原由。
65,https://movie.douban.com/subject/3008247/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,穿条纹睡衣的男孩,可播放,马克·赫尔曼,阿萨·巴特菲尔德,2008,英国 美国,剧情 战争,rating45-t,9.2,596087,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
66,https://movie.douban.com/subject/1900841/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg,窃听风暴,可播放,弗洛里安·亨克尔·冯·多纳斯马尔克,,2006,德国,剧情 悬疑,rating45-t,9.2,590924,别样人生。
67,https://movie.douban.com/subject/1292220/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2648230660.jpg,情书,可播放,岩井俊二,中山美穗,1995,日本,剧情 爱情,rating45-t,8.9,1179219,暗恋的极致。
68,https://movie.douban.com/subject/1293350/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg,两杆大烟枪,可播放,盖·里奇,杰森·弗莱明,1998,英国,剧情 喜剧 犯罪,rating45-t,9.1,624740,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。
69,https://movie.douban.com/subject/1292402/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg,西西里的美丽传说,可播放,朱塞佩·托纳多雷,莫妮卡·贝鲁奇,2000,意大利 美国,剧情 战争 情色,rating45-t,8.9,1021599,美丽无罪。
70,https://movie.douban.com/subject/1294408/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453788577.jpg,音乐之声,可播放,罗伯特·怀斯,朱莉·安德鲁斯,1965,美国,剧情 传记 爱情 歌舞,rating45-t,9.1,632788,用音乐化解仇恨，让歌声串起美好。
71,https://movie.douban.com/subject/26580232/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg,看不见的客人,可播放,奥里奥尔·保罗,马里奥·卡萨斯,2016,西班牙,剧情 犯罪 悬疑 惊悚,rating45-t,8.8,1336612,你以为你以为的就是你以为的。
72,https://movie.douban.com/subject/3011235/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,哈利·波特与死亡圣器(下),可播放,大卫·叶茨,丹尼尔·雷德克里夫,2011,美国 英国,奇幻 冒险,rating45-t,9.0,878167,10年的完美句点。
73,https://movie.douban.com/subject/1652587/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2180085848.jpg,阿凡达,可播放,詹姆斯·卡梅隆,萨姆·沃辛顿,2009,美国,动作 科幻 冒险,rating45-t,8.8,1479540,绝对意义上的美轮美奂。
74,https://movie.douban.com/subject/1292849/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg,拯救大兵瑞恩,可播放,史蒂文·斯皮尔伯格,汤姆·汉克斯,1998,美国,剧情 战争,rating45-t,9.1,676705,美利坚精神输出大片No1.
75,https://movie.douban.com/subject/1292224/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg,飞越疯人院,不可播放,米洛斯·福尔曼,杰克·尼科尔森,1975,美国,剧情,rating45-t,9.1,569364,自由万岁。
76,https://movie.douban.com/subject/1303021/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2165511465.jpg,小鞋子,可播放,马基德·马基迪,默罕默德·阿米尔·纳吉,1997,伊朗,剧情 儿童 家庭,rating45-t,9.2,430677,奔跑的孩子是天使。
77,https://movie.douban.com/subject/1291543/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,功夫,可播放,周星驰,周星驰,2004,中国大陆 中国香港,动作 喜剧 犯罪 奇幻,rating45-t,8.8,1208939,警恶惩奸，维护世界和平这个任务就交给你了，好吗？
78,https://movie.douban.com/subject/1293544/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg,沉默的羔羊,可播放,乔纳森·戴米,朱迪·福斯特,1991,美国,剧情 犯罪 惊悚,rating45-t,8.9,937480,安东尼·霍普金斯的顶级表演。
79,https://movie.douban.com/subject/11525673/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2183539003.jpg,布达佩斯大饭店,可播放,韦斯·安德森,拉尔夫·费因斯,2014,美国 德国 英国,剧情 喜剧 冒险,rating45-t,8.9,995637,小清新的故事里注入了大历史的情怀。
80,https://movie.douban.com/subject/2334904/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450262388.jpg,禁闭岛,可播放,Martin,莱昂纳多·迪卡普里奥,2010,美国,剧情 悬疑 惊悚,rating45-t,8.9,1029206,昔日翩翩少年，今日大腹便便。
81,https://movie.douban.com/subject/1292343/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg,蝴蝶效应,可播放,埃里克·布雷斯,,2004,美国 加拿大,剧情 悬疑 科幻 惊悚,rating45-t,8.9,984912,人的命运被自己瞬间的抉择改变。
82,https://movie.douban.com/subject/1291544/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,哈利·波特与阿兹卡班的囚徒,可播放,Alfonso,丹尼尔·雷德克里夫,2004,英国 美国,奇幻 冒险,rating45-t,9.0,782011,不一样的导演，不一样的哈利·波特。
83,https://movie.douban.com/subject/1780330/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,致命魔术,可播放,克里斯托弗·诺兰,休·杰克曼,2006,英国 美国,剧情 悬疑 惊悚,rating45-t,8.9,900602,孪生蝙蝠侠大战克隆金刚狼。
84,https://movie.douban.com/subject/1292656/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,心灵捕手,可播放,格斯·范·桑特,马特·达蒙,1997,美国,剧情,rating45-t,9.0,755139,人生中应该拥有这样的一段豁然开朗。
85,https://movie.douban.com/subject/5322596/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,超脱,可播放,托尼·凯耶,艾德里安·布洛迪,2011,美国,剧情,rating45-t,9.0,649662,穷尽一生，我们要学会的，不过是彼此拥抱。
86,https://movie.douban.com/subject/1291832/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,低俗小说,可播放,昆汀·塔伦蒂诺,约翰·特拉沃尔塔,1994,美国,剧情 喜剧 犯罪,rating45-t,8.9,879634,故事的高级讲法。
87,https://movie.douban.com/subject/1294371/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,摩登时代,可播放,查理·卓别林,查理·卓别林,1936,美国,剧情 喜剧 爱情,rating45-t,9.3,318507,大时代中的人生，小人物的悲喜。
88,https://movie.douban.com/subject/1292679/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg,春光乍泄,不可播放,王家卫,张国荣,1997,中国香港 日本 韩国,剧情 爱情 同性,rating45-t,9.0,662839,爱情纠缠，男女一致。
89,https://movie.douban.com/subject/3442220/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg,海豚湾,可播放,路易·西霍尤斯,路易·西霍尤斯,2009,美国,纪录片,rating45-t,9.3,367231,海豚的微笑，是世界上最高明的伪装。
90,https://movie.douban.com/subject/1302425/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg,喜剧之王,不可播放,周星驰,周星驰,1999,中国香港,喜剧 剧情 爱情,rating45-t,8.8,1014642,我是一个演员。
91,https://movie.douban.com/subject/1292262/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,美国往事,可播放,赛尔乔·莱翁内,罗伯特·德尼罗,1984,美国 意大利,犯罪 剧情,rating45-t,9.2,434028,往事如烟，无处祭奠。
92,https://movie.douban.com/subject/1297192/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg,致命ID,可播放,詹姆斯·曼高德,约翰·库萨克,2003,美国,剧情 悬疑 惊悚,rating45-t,8.9,871234,最不可能的那个人永远是最可能的。
93,https://movie.douban.com/subject/1300299/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg,杀人回忆,不可播放,奉俊昊,宋康昊,2003,韩国,剧情 动作 犯罪 悬疑 惊悚,rating45-t,8.9,761477,关于连环杀人悬案的集体回忆。
94,https://movie.douban.com/subject/1296996/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,哈利·波特与密室,可播放,Chris,丹尼尔·雷德克里夫,2002,英国 美国,奇幻 冒险,rating45-t,8.9,809278,魔法的密室之门已打开...
95,https://movie.douban.com/subject/1865703/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2794776839.jpg,红辣椒,可播放,今敏,林原惠美,2006,日本,动画 悬疑 科幻 惊悚,rating45-t,9.1,503246,梦的勾结。
96,https://movie.douban.com/subject/1298070/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,加勒比海盗,可播放,戈尔·维宾斯基,约翰尼·德普,2003,美国,动作 冒险 奇幻,rating45-t,8.8,900785,约翰尼·德普的独角戏。
97,https://movie.douban.com/subject/1292223/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg,七宗罪,可播放,大卫·芬奇,摩根·弗里曼,1995,美国,剧情 犯罪 悬疑 惊悚,rating45-t,8.8,981525,警察抓小偷，老鼠玩死猫。
98,https://movie.douban.com/subject/1292434/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,一一,不可播放,杨德昌,吴念真,2000,中国台湾 日本,剧情 爱情 家庭,rating45-t,9.1,430697,我们都曾经是一一。
99,https://movie.douban.com/subject/6985810/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,狩猎,不可播放,托马斯·温特伯格,麦斯·米科尔森,2012,丹麦 瑞典,剧情,rating45-t,9.1,419159,人言可畏。
